Title,year,SJR,h-index,avg_citations
Journal of Futures Markets,2000,0.467,45,0.44
Kyklos,2000,0.461,51,0.44
Labour Economics,2000,0.46,60,0.45
Journal of Agricultural Economics,2000,0.451,50,0.67
International Journal of Electronic Commerce,2000,0.45,70,0.55
Pacific Basin Finance Journal,2000,0.45,43,0.29
Feminist Economics,2000,0.449,45,0.52
Economics and Politics,2000,0.446,37,0.34
Journal of Corporate Finance,2000,0.439,77,0.39
Science Technology and Human Values,2000,0.429,61,0.94
AgBioForum,2000,0.428,38,0.6
Marine Resource Economics,2000,0.425,37,0.47
Capital and Class,2000,0.42,20,0.47
Environment and Development Economics,2000,0.418,52,0.32
Journal of Economics/ Zeitschrift für Nationalokonomie,2000,0.415,26,0.23
Review of World Economics,2000,0.412,44,0.3
Journal of Housing Economics,2000,0.412,41,0.3
Tijdschrift voor Economische en Sociale Geografie,2000,0.41,45,0.43
Journal of Economic Issues,2000,0.41,36,0.41
Journal of Public Policy and Marketing,2000,0.409,60,0.6
Management Accounting Research,2000,0.409,72,1.35
American Journal of Economics and Sociology,2000,0.409,31,0.18
Longe Range Planning,2000,0.407,81,0.55
Journal of Post Keynesian Economics,2000,0.402,34,0.42
Journal of Business Ethics,2000,0.401,132,1.1
Review of Radical Political Economics,2000,0.4,23,0.19
De Economist,2000,0.399,25,0.33
Marine Policy,2000,0.396,73,0.78
Economic Record,2000,0.393,37,0.37
International Journal of Market Research,2000,0.38,43,0.51
Economie et Statistique,2000,0.374,9,0.43
North American Actuarial Journal,2000,0.371,38,0.19
Venture Capital,2000,0.366,39,1.29
Manchester School,2000,0.365,34,0.31
Applied Economics,2000,0.363,67,0.27
Research in Economics,2000,0.36,22,0.23
Explorations in Economic History,2000,0.35,36,0.4
Australian Economic Review,2000,0.347,25,0.15
"Journal of International Financial Markets, Institutions and Money",2000,0.338,42,0.24
Food Policy,2000,0.334,76,0.51
Canadian Journal of Agricultural Economics,2000,0.331,30,0.28
Economics and Philosophy,2000,0.328,32,0.5
Empirical Economics,2000,0.328,45,0.37
Journal of International Economic Law,2000,0.327,41,1.0
International Marketing Review,2000,0.324,71,0.51
Journal of World Trade,2000,0.316,29,0.64
Engineering Economist,2000,0.313,28,0.43
Review of Austrian Economics,2000,0.309,28,0.41
Information Economics and Policy,2000,0.309,43,0.33
Economic Modelling,2000,0.309,50,0.3
Journal of Economic Psychology,2000,0.308,77,0.26
Cato Journal,2000,0.304,26,0.29
European Review of Agricultural Economics,2000,0.302,50,0.3
Asian-Pacific Economic Literature,2000,0.302,18,0.47
Journal of Consumer Policy,2000,0.302,34,0.4
Asia Pacific Journal of Management,2000,0.299,60,0.43
Journal of Business Finance and Accounting,2000,0.299,60,0.39
Open Economies Review,2000,0.299,27,0.32
International Business Review,2000,0.299,73,0.3
Journal of Bioeconomics,2000,0.299,21,0.68
Structural Change and Economic Dynamics,2000,0.296,38,0.24
Resources Policy,2000,0.294,50,0.36
Journal of Media Economics,2000,0.294,26,0.3
Internet Research,2000,0.289,68,0.43
Agribusiness,2000,0.288,36,0.28
Journal of Advanced Transportation,2000,0.286,31,0.16
Public Finance Review,2000,0.285,26,0.13
Journal of Economics and Business,2000,0.28,43,0.37
Zeitschrift für Wirtschaftsgeographie,2000,0.278,14,0.32
Journal of International Management,2000,0.277,56,0.16
European Journal of Law and Economics,2000,0.274,24,0.36
History of Political Economy,2000,0.274,25,0.21
Family Business Review,2000,0.273,80,0.38
Pulp and Paper Canada,2000,0.261,26,0.2
Journal of Asian Economics,2000,0.259,37,0.3
European Financial Management,2000,0.259,51,0.16
Financial Review,2000,0.257,37,0.22
Agricultural Economics,2000,0.254,63,0.46
Developing Economies,2000,0.253,21,0.28
Finance and Development,2000,0.253,28,0.47
Journal of Cultural Economics,2000,0.248,34,0.39
Japanese Economic Review,2000,0.244,22,0.17
Business and Professional Communication Quarterly,2000,0.244,28,0.17
Jahrbucher für Nationalokonomie und Statistik,2000,0.243,17,0.1
Economic and Social Review,2000,0.242,22,0.28
Journal of Behavioral and Experimental Economics,2000,0.236,48,0.25
Review of Quantitative Finance and Accounting,2000,0.236,33,0.13
Politicka Ekonomie,2000,0.235,14,0.06
Business Information Review,2000,0.235,13,0.21
Journal of International Financial Management and Accounting,2000,0.232,30,0.38
China Economic Review,2000,0.231,56,0.19
Journal of Family and Economic Issues,2000,0.231,38,0.23
Economics of Planning,2000,0.23,15,0.3
Bulletin of Economic Research,2000,0.224,24,0.26
Revista de Historia Economica - Journal of Iberian and Latin American Economic History,2000,0.222,15,0.18
Journal des Economistes et des Etudes Humaines,2000,0.221,9,0.2
Indian Journal of Labour Economics,2000,0.221,10,0.14
Accounting and Finance,2000,0.221,38,0.33
Journal of Multinational Financial Management,2000,0.219,34,0.17
Agricultural History Review,2000,0.218,17,0.03
International Journal of Social Economics,2000,0.215,32,0.2
New Zealand Economic Papers,2000,0.212,10,0.27
Socio-Economic Planning Sciences,2000,0.212,41,0.26
Review of Social Economy,2000,0.211,27,0.29
Quarterly Review of Economics and Finance,2000,0.21,42,0.15
Applied Economics Letters,2000,0.21,39,0.12
Journal of Consumer Affairs,2000,0.208,49,0.34
"Environment, Development and Sustainability",2000,0.207,43,0.33
Annals of Public and Cooperative Economics,2000,0.207,29,0.15
Constitutional Political Economy,2000,0.205,23,0.36
China Information,2000,0.205,19,2.0
Indian Economic and Social History Review,2000,0.205,15,0.24
Financial History Review,2000,0.204,15,0.11
Journal of Property Investment and Finance,2000,0.204,28,0.18
Australian Economic History Review,2000,0.203,13,0.33
Ekonomicky Casopis,2000,0.202,14,0.07
Pacific Economic Review,2000,0.201,27,0.15
Social Marketing Quarterly,2000,0.198,21,0.1
Metroeconomica,2000,0.197,23,0.03
Review of Financial Economics,2000,0.197,32,0.08
Agrekon,2000,0.196,19,0.35
Property Management,2000,0.194,21,0.04
Revue d'Etudes Comparatives Est-Ouest,2000,0.193,8,0.15
Berichte uber Landwirtschaft,2000,0.192,10,0.13
Asia-Pacific Financial Markets,2000,0.19,18,0.15
Revista Espanola de Financiacion y Contabilidad,2000,0.189,13,0.16
Journal of Financial Regulation and Compliance,2000,0.189,14,0.07
Journal of Financial Counseling and Planning,2000,0.188,29,0.26
International Social Security Review,2000,0.188,21,0.35
International Journal of Accounting,2000,0.188,45,0.14
Journal of Financial Crime,2000,0.187,15,0.12
Betriebswirtschaftliche Forschung und Praxis,2000,0.186,8,0.07
Desarrollo Economico: Revista de Ciencias Sociales,2000,0.184,15,0.06
IMA Journal Management Mathematics,2000,0.184,27,0.15
Global Economic Review,2000,0.184,15,0.1
Journal of Policy Modeling,2000,0.182,40,0.21
Geneva Papers on Risk and Insurance: Issues and Practice,2000,0.181,25,0.15
International Review of Applied Economics,2000,0.18,31,0.2
Economic Analysis and Policy,2000,0.178,18,0.29
Conflict Management and Peace Science,2000,0.174,32,0.24
Applied Financial Economics,2000,0.172,44,0.18
International Review of Economics and Finance,2000,0.167,38,0.07
European Review of Economic History,2000,0.165,29,0.75
Finance a Uver,2000,0.162,15,0.07
Fortune,2000,0.157,13,0.32
Journal of Supply Chain Management,2000,0.154,71,0.39
Tropical Science,2000,0.154,16,0.1
Studies in Economics and Finance,2000,0.153,13,0.06
South African Journal of Economics,2000,0.153,24,0.19
Politica Economica,2000,0.151,7,0.1
Economic and Labour Relations Review,2000,0.151,12,0.0
Asian Affairs,2000,0.15,11,0.1
Singapore Economic Review,2000,0.147,11,0.08
Hitotsubashi Journal of Economics,2000,0.144,8,0.36
"Journal of International Accounting, Auditing and Taxation",2000,0.143,33,0.03
Journal of the Economic and Social History of the Orient,2000,0.142,22,0.18
Review of Black Political Economy,2000,0.142,13,0.07
Atlantic Economic Journal,2000,0.142,19,0.15
Managerial Auditing Journal,2000,0.141,43,0.17
University of Pennsylvania Journal of International Economic Law,2000,0.14,20,0.3
Space Policy,2000,0.139,18,0.13
Public Budgeting and Finance,2000,0.135,20,0.04
Research in Transportation Economics,2000,0.133,30,0.2
Crisis Intervention and Time-Limited Treatment,2000,0.132,9,0.38
Mondes En Developpement,2000,0.131,9,0.05
International Advances in Economic Research,2000,0.129,20,0.05
South Asia Research,2000,0.129,12,0.33
International Journal of Sociology and Social Policy,2000,0.129,20,0.01
Journal of Economic Studies,2000,0.129,30,0.12
Asian Review of Accounting,2000,0.127,15,0.09
Intereconomics,2000,0.125,17,0.08
Journal of Corporate Real Estate,2000,0.124,19,0.15
Journal of Risk Finance,2000,0.122,24,0.29
New Perspectives on Turkey,2000,0.121,13,0.0
Economic and Political Weekly,2000,0.121,39,0.0
Business Economics,2000,0.121,9,0.0
International Economic Journal,2000,0.121,11,0.0
Recherches economiques de Louvain,2000,0.121,7,0.0
Journal of European Economic History,2000,0.121,3,0.0
Vierteljahresschrift fur Sozial und Wirtschaftsgeschichte,2000,0.121,5,0.0
Asian Affairs,2000,0.121,4,0.0
Review of Economic Conditions in Italy,2000,0.118,5,0.04
Journal of Economics and Finance,2000,0.116,25,0.06
Eastern European Economics,2000,0.115,17,0.21
Trimestre Economico,2000,0.114,9,0.03
Environmental Economics and Policy Studies,2000,0.113,15,0.13
Contributions to Political Economy,2000,0.112,15,0.08
"Peace Economics, Peace Science and Public Policy",2000,0.112,12,0.09
International Trade Journal,2000,0.112,15,0.06
Humanomics,2000,0.111,12,0.07
International Journal on Hydropower and Dams,2000,0.111,14,0.05
Economic Outlook,2000,0.111,6,0.12
Journal of Hospitality Financial Management,2000,0.111,8,0.07
Jahrbuch für Wirtschaftsgeschichte,2000,0.11,8,0.0
South African Journal of Economic and Management Sciences,2000,0.11,11,0.0
International Review of Financial Analysis,2000,0.109,38,0.03
Managerial Finance,2000,0.109,31,0.04
Revue d'Economie du Developpement,2000,0.108,7,0.0
OPEC Bulletin,2000,0.107,2,0.0
Business Ethics,2000,0.107,21,0.0
Economist,2000,0.107,8,0.0
African Economic History,2000,0.107,7,0.0
Etudes Rurales,2000,0.104,8,0.0
Journal of International Studies,2000,0.104,0,0.0
Foresight,2000,0.104,24,0.07
Decisions in Economics and Finance,2000,0.103,12,0.0
International Insolvency Review,2000,0.103,6,0.05
Journal of Taxation,2000,0.102,7,0.4
North American Journal of Economics and Finance,2000,0.102,29,0.04
The Forum for Social Economics,2000,0.102,5,0.0
Australian Economic Papers,2000,0.101,11,0.0
International Woodfiber Report,2000,0.101,1,0.01
Middle East Economic Survey,2000,0.101,1,0.0
Economic Change and Restructuring,2000,0.101,15,0.0
Journal of Entrepreneurship,2000,0.101,11,0.0
Acta Oeconomica,2000,0.1,10,0.28
Emerging Markets Finance and Trade,2000,0.1,24,0.0
Global Finance Journal,2000,0.1,26,0.03
Real Estate Taxation,2000,0.1,2,0.02
Statistical Journal of the IAOS,2000,0.1,12,0.0
Banking Law Journal,2000,0.1,5,0.0
International Paperworld IPW,2000,0.1,6,0.0
Emerging Markets Review,2000,0.0,39,0.0
Economic Research-Ekonomska Istrazivanja,2000,0.0,11,0.0
Nonlinear Analysis: Real World Applications,2000,0.0,69,0.0
Forest Policy and Economics,2000,0.0,54,0.0
International Journal of Accounting Information Systems,2000,0.0,42,0.0
Agricultural Finance Review,2000,0.0,18,0.0
Journal of Asian Pacific Communication,2000,0.0,13,0.0
Journal of Sports Economics,2000,0.0,36,0.0
South Asia Economic Journal,2000,0.0,10,0.0
Annals of Economics and Finance,2000,0.0,19,0.0
Asia-Pacific Journal of Accounting and Economics,2000,0.0,8,0.0
Pacific Rim Property Research Journal,2000,0.0,13,0.0
America Latina en la Historia Economica,2000,0.0,3,0.0
Quarterly Journal of Economics,2001,13.119,219,3.96
Journal of Economic Literature,2001,12.131,140,8.97
Journal of Finance,2001,11.722,249,3.83
Journal of Financial Economics,2001,9.216,206,2.82
Brookings Papers on Economic Activity,2001,9.127,70,2.52
Journal of Political Economy,2001,7.588,159,2.15
Review of Financial Studies,2001,6.75,145,1.99
Review of Economic Studies,2001,6.08,118,2.19
Journal of Financial Markets,2001,5.565,49,0.84
Econometrica,2001,5.562,158,2.12
Journal of International Economics,2001,5.542,113,2.0
American Economic Review,2001,4.6,237,2.25
Journal of Business,2001,4.53,81,1.95
Journal of Marketing,2001,4.528,208,3.39
Journal of Economic Perspectives,2001,4.481,162,2.49
Journal of Consumer Research,2001,3.943,146,2.05
Journal of Monetary Economics,2001,3.831,107,1.22
RAND Journal of Economics,2001,3.731,92,1.31
Journal of Marketing Research,2001,3.565,141,2.41
Journal of Human Resources,2001,3.508,86,1.12
Marketing Science,2001,3.49,108,2.31
Accounting Review,2001,3.436,125,2.37
International Economic Review,2001,3.337,74,0.73
Review of Economics and Statistics,2001,3.315,134,1.4
Journal of Financial and Quantitative Analysis,2001,3.209,97,1.35
Journal of Accounting and Economics,2001,3.174,122,1.93
Journal of the Academy of Marketing Science,2001,3.059,139,3.22
Journal of Accounting Research,2001,3.003,113,1.98
Journal of Economic Growth,2001,2.871,72,1.67
Journal of Public Economics,2001,2.746,115,1.13
Economic Journal,2001,2.604,134,1.73
Economic Policy,2001,2.553,63,1.64
Journal of Labor Economics,2001,2.487,90,1.2
"Journal of Law, Economics, and Organization",2001,2.457,60,1.19
Journal of Economic Theory,2001,2.385,84,0.78
Journal of Econometrics,2001,2.383,127,1.12
Journal of Management,2001,2.245,176,1.75
Review of Economic Dynamics,2001,2.234,52,0.5
Harvard Business Review,2001,2.218,154,3.19
European Economic Review,2001,2.179,110,1.18
Econometric Theory,2001,2.135,58,0.78
World Bank Economic Review,2001,2.093,77,1.06
Journal of Financial Intermediation,2001,1.986,63,1.39
Journal of Urban Economics,2001,1.98,89,0.9
"Journal of Money, Credit and Banking",2001,1.883,91,0.8
Structural Equation Modeling,2001,1.815,79,3.0
Journal of International Business Studies,2001,1.723,156,1.46
Journal of International Money and Finance,2001,1.691,77,0.92
Real Estate Economics,2001,1.659,52,0.74
Industrial and Corporate Change,2001,1.62,92,1.77
National Tax Journal,2001,1.607,49,0.82
Mathematical Finance,2001,1.602,65,1.38
Contemporary Accounting Research,2001,1.576,77,0.65
Journal of Business and Economic Statistics,2001,1.569,80,0.74
Journal of Environmental Economics and Management,2001,1.538,101,1.33
Journal of Risk and Uncertainty,2001,1.502,62,1.34
Journal of Productivity Analysis,2001,1.477,61,0.79
Financial Analysts Journal,2001,1.447,66,0.78
Journal of Economic History,2001,1.445,50,0.49
Games and Economic Behavior,2001,1.44,79,0.78
International Journal of Game Theory,2001,1.436,37,0.49
Journal of Industrial Economics,2001,1.436,67,1.13
Journal of Development of Economics,2001,1.409,115,0.96
Economic Geography,2001,1.377,71,2.0
Social Choice and Welfare,2001,1.376,42,0.78
Journal of Banking and Finance,2001,1.375,126,0.87
Journal of Real Estate Finance and Economics,2001,1.33,53,0.67
Energy Journal,2001,1.299,64,1.35
Economy and Society,2001,1.285,78,1.78
Oxford Economic Papers,2001,1.284,60,0.73
Economics of Education Review,2001,1.262,65,0.66
World Development,2001,1.236,140,1.82
Land Economics,2001,1.235,73,0.93
Journal of Empirical Finance,2001,1.219,63,0.64
Journal of Applied Econometrics,2001,1.203,81,0.9
Economics of Transition,2001,1.202,44,1.18
World Bank Research Observer,2001,1.192,55,1.92
Post-Soviet Affairs,2001,1.187,36,1.19
Journal of Transport Economics and Policy,2001,1.186,46,1.13
Journal of Common Market Studies,2001,1.162,76,1.29
International Finance,2001,1.124,34,0.94
Journal of Corporate Finance,2001,1.117,77,0.65
"Journal of the Royal Statistical Society. Series A, (Statistics in Society)",2001,1.092,67,1.8
Management Accounting Research,2001,1.065,72,1.67
Review of International Political Economy,2001,1.061,56,0.68
Journal of Economic Dynamics and Control,2001,1.056,75,0.83
Economica,2001,1.055,54,0.63
Financial Management,2001,1.042,56,0.57
Fiscal Studies,2001,1.037,34,0.83
Economic Theory,2001,1.019,49,0.35
Economic Inquiry,2001,1.005,61,0.62
Socio-Economic Planning Sciences,2001,0.982,41,0.52
Ecological Economics,2001,0.981,161,1.42
Oxford Review of Economic Policy,2001,0.977,73,0.54
Cambridge Journal of Economics,2001,0.976,70,1.76
Journal of Economics and Management Strategy,2001,0.976,58,0.45
Journal of Economic Surveys,2001,0.97,76,1.19
Journal of Financial Research,2001,0.968,41,0.33
Journal of Evolutionary Economics,2001,0.962,61,0.8
Economic Development and Cultural Change,2001,0.929,59,0.8
American Journal of Agricultural Economics,2001,0.913,90,0.85
Regional Science and Urban Economics,2001,0.911,63,0.85
Journal of Mathematical Economics,2001,0.895,35,0.38
Canadian Journal of Economics,2001,0.894,58,0.42
